chiefcomplaint,total_cases_F,total_cases_M,deaths_F,deaths_M,survivors_F,survivors_M,mortality_rate_F,mortality_rate_M
BILAT LEG PAIN FROM KNEE DOWN,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
"BILAT LEG PAIN,BACK PAIN",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILAT LEG PAIN/WEAKNESS ,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
BILAT LEG PAINS,2.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0
BILAT LEG PETECHIA,0.0,11.0,0.0,2.0,0.0,9.0,0.0,18.2
BILAT LEG RASH,13.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0
BILAT LEG REDNESS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILAT LEG REDNESS/SWELLING,77.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0
BILAT LEG SPASMS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILAT LEG SWELLING,20.0,40.0,0.0,0.0,20.0,40.0,0.0,0.0
BILAT LEG SWELLING AND REDNESS,0.0,13.0,0.0,1.0,0.0,12.0,0.0,7.7
"BILAT LEG SWELLING, WOUNDS",33.0,0.0,2.0,0.0,31.0,0.0,6.1,0.0
BILAT LEG SWELLING/REDNESS,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0
BILAT LEG WEAKNESS,16.0,0.0,1.0,0.0,15.0,0.0,6.2,0.0
"BILAT LEG,ABD SWELLING",0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
BILAT LOWER BACK PAIN,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
BILAT LOWER EXT WEAKNESS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILAT LOWER EXTREMITY EDEMA,31.0,0.0,1.0,0.0,30.0,0.0,3.2,0.0
BILAT LOWER EXTREMITY SWELLING,19.0,0.0,1.0,0.0,18.0,0.0,5.3,0.0
BILAT LOWER LEG CELLULITIS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILAT LOWER LEG EDEMA,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BILAT LOWER LEG PAIN,1.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0
BILAT LOWER LEG SWELLING,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
BILAT MANDIB FX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILAT PAIN AND LEG EDEMA,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
BILAT PE,4.0,2.0,2.0,0.0,2.0,2.0,50.0,0.0
BILAT PE'S,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILAT PE'S ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"BILAT PE'S, DVT, Dyspnea",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILAT PEDAL EDEMA,17.0,5.0,0.0,0.0,17.0,5.0,0.0,0.0
BILAT PERIORBITAL REDNESS,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
BILAT PLEURAL EFFUSIONS,5.0,0.0,2.0,0.0,3.0,0.0,40.0,0.0
BILAT PNA,3.0,3.0,1.0,0.0,2.0,3.0,33.300000000000004,0.0
BILAT PNEUMONIA ? PE,3.0,0.0,2.0,0.0,1.0,0.0,66.7,0.0
BILAT PULM PE'S,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILAT SDH,6.0,2.0,1.0,0.0,5.0,2.0,16.7,0.0
"BILAT SDH , POS TROP",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILAT SHOULDER PAIN,15.0,4.0,0.0,0.0,15.0,4.0,0.0,0.0
BILAT SUBDURALS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILAT SWOLLEN FEET,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
BILAT THIGH HEMATOMAS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILAT THUMB PAIN,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
BILAT TIB/FIB FX,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BILAT TMJ DISLOCATION,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
BILAT TOE PAIN,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BILAT TOES TINGLING,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
BILAT TONSIL ABCESS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"BILAT TRANSVERSE MYELITIS, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILAT UPPER CW PAIN,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"BILAT WRIST LACS, Transfer",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILAT WRIST PAIN,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
BILAT. FOOT PAIN,0.0,108.0,0.0,0.0,0.0,108.0,0.0,0.0
BILAT. LEG PAIN,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0
BILAT. SDH,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
BILATEAL ARM PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATEERAL KNEE PAIN,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
BILATERAL  LEG PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL  LIMB PAIN,7.0,0.0,2.0,0.0,5.0,0.0,28.599999999999998,0.0
BILATERAL ANKLE PAIN,1.0,19.0,0.0,0.0,1.0,19.0,0.0,0.0
BILATERAL ANKLE SPRAINS S/P FALL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL ANKLE SWELLING,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILATERAL ARM NUMBNESS,4.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0
BILATERAL ARM PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL ARM PAIN/SWELLING,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL ARM SWELLING,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILATERAL ARM TINGLING,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL ARM/HAND NUMBNESS,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
BILATERAL AXILLARY PAIN,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
BILATERAL BURNING PAIN BOTH LEGS,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
BILATERAL CALF PAIN,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0
BILATERAL CONJUNCTIVITIS/ST/EAR PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL EAR PAIN,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
BILATERAL EXTREMITY TINGLING,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BILATERAL EYE EDEMA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL EYE INFECTION,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0
BILATERAL EYE IRRITATION,52.0,0.0,4.0,0.0,48.0,0.0,7.7,0.0
"BILATERAL EYE IRRITATION, PAINFUL SWALLOWING",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILATERAL EYE IRRITIATION,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
BILATERAL EYE REDNESS,5.0,19.0,0.0,0.0,5.0,19.0,0.0,0.0
BILATERAL EYE SWELLING,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL EYE SWELLING/PAIN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILATERAL EYE TWITCHING,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
BILATERAL FACIAL SWELLING,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILATERAL FEET INFECTION,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
BILATERAL FEET SWELLING,61.0,36.0,0.0,0.0,61.0,36.0,0.0,0.0
BILATERAL FLANK PAIN,33.0,88.0,1.0,0.0,32.0,88.0,3.0,0.0
BILATERAL FOOT AND ANKLE SWELLING,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BILATERAL FOOT BURNING,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BILATERAL FOOT EVAL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BILATERAL FOOT FRACTURES, Assault",0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
BILATERAL FOOT INFECTION,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
BILATERAL FOOT INFECTIONS,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
BILATERAL FOOT PAIN,55.0,288.0,0.0,0.0,55.0,288.0,0.0,0.0
"BILATERAL FOOT PAIN, ATRAUMATIC",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BILATERAL FOOT SORES,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BILATERAL GROIN PAIN,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILATERAL HAND CRAMPING,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BILATERAL HAND EDEMA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL HAND NUMBNESS,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
BILATERAL HAND PAIN,12.0,15.0,0.0,0.0,12.0,15.0,0.0,0.0
BILATERAL HAND PARATHESIA,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"BILATERAL HAND PARESTHESIA, Diplopia, Headache",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILATERAL HAND TINGLING,29.0,7.0,0.0,0.0,29.0,7.0,0.0,0.0
BILATERAL HAND WEAKNESS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILATERAL HEAD PRESSURE,0.0,26.0,0.0,1.0,0.0,25.0,0.0,3.8
BILATERAL HIP PAIN,25.0,13.0,1.0,0.0,24.0,13.0,4.0,0.0
BILATERAL HIP PAIN/LOWER BACK PAIN,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
BILATERAL HIP/COCCYX PAIN,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
BILATERAL JAW PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL KNEE ABRASIONS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BILATERAL KNEE INJURY L FOOT INJURY, Transfer",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BILATERAL KNEE PAIN,83.0,64.0,1.0,0.0,82.0,64.0,1.2,0.0
BILATERAL KNEE PAIN/SWELLING,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BILATERAL KNEE PANI,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
BILATERAL KNEE SWELLING,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL LE CELLULITIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILATERAL LE EDEMA,12.0,13.0,0.0,0.0,12.0,13.0,0.0,0.0
BILATERAL LE PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL LE PRESSURE,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BILATERAL LE SWELLING,71.0,3.0,0.0,0.0,71.0,3.0,0.0,0.0
BILATERAL LE TIGHTNESS,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
BILATERAL LE WEAKNESS,0.0,2.0,0.0,1.0,0.0,1.0,0.0,50.0
BILATERAL LE ___,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
BILATERAL LE ___ AND SWELLING.,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
BILATERAL LEG BRUISING,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILATERAL LEG EDEMA,42.0,38.0,0.0,2.0,42.0,36.0,0.0,5.3
BILATERAL LEG EDEMA/PAIN,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
BILATERAL LEG INFECTION,0.0,12.0,0.0,1.0,0.0,11.0,0.0,8.3
BILATERAL LEG INJURY,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL LEG NECROSIS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL LEG NUMBNESS,11.0,84.0,0.0,0.0,11.0,84.0,0.0,0.0
BILATERAL LEG NUMBNESS/WEAKNESS,2.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0
BILATERAL LEG PAIN,210.0,194.0,1.0,3.0,209.0,191.0,0.5,1.5
"BILATERAL LEG PAIN, SWELLING",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL LEG PAIN/FOOT,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BILATERAL LEG PAIN/REDDNESS,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
BILATERAL LEG PAIN/WEAKNESS,0.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0
BILATERAL LEG PAINS,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BILATERAL LEG RASH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILATERAL LEG SWELLING,176.0,99.0,1.0,2.0,175.0,97.0,0.6,2.0
"BILATERAL LEG SWELLING, Leg pain",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"BILATERAL LEG SWELLING, REDNESS",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BILATERAL LEG SWELLING/EDEMA,10.0,56.0,2.0,4.0,8.0,52.0,20.0,7.1
BILATERAL LEG WEAKNESS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
"BILATERAL LEG WEAKNESS, FTT",9.0,0.0,1.0,0.0,8.0,0.0,11.1,0.0
BILATERAL LOWER ABDOMINAL PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL LOWER ARM PAIN,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
BILATERAL LOWER BACK PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL LOWER EXTREMITY EDEMA,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
BILATERAL LOWER EXTREMITY ERYTHEMA,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
BILATERAL LOWER EXTREMITY PAIN,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILATERAL LOWER LEG EDEMA,39.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
BILATERAL LOWER LEG EDEMA W/ SOB,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL MOTTLED LE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL NUMBNESS AND PAIN IN LEGS,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BILATERAL P.E.,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BILATERAL PE,3.0,0.0,1.0,0.0,2.0,0.0,33.300000000000004,0.0
BILATERAL PE'S,6.0,1.0,2.0,0.0,4.0,1.0,33.300000000000004,0.0
"BILATERAL PE, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL PEDAL EDEMA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL PINK EYE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BILATERAL RETINAL DETACHMENT, Transfer",0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
BILATERAL RIB AND ABD PAIN,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
BILATERAL RIB PAIN,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BILATERAL SHOULDER PAIN,4.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0
BILATERAL SHOULDER PAIN /SINUS PRESSURE,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
BILATERAL SWOLLEN FEET,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
BILATERAL TESTICULAR PAIN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILATERAL THIGH LACERATIONS,4.0,23.0,0.0,0.0,4.0,23.0,0.0,0.0
BILATERAL THIGH PAIN,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"BILATERAL UPPER EXTREMITY NUMBNESS, Weakness",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILATERAL VISION CHANGES,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILATERAL WEAKNESS S/P,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BILATERAL WRIST PAIN, Chest pain",17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
"BILATERAL, Foot pain",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BILATEREL NUMBNESS WEAKNESS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILE DRAIN LEAK,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BILE DUCT STONE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILE DUCT STONES,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILE LEAK/ PERF TX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BILIARY COLIC,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
BILIARY COLIC ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BILIARY DILATION,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILIARY DRAIN EVAL,0.0,22.0,0.0,1.0,0.0,21.0,0.0,4.5
BILIARY DRAIN LEAK,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
BILIARY DRAIN MALFUNCTION,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILIARY LEAK,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BILIARY OBSTRUCTION,6.0,2.0,1.0,0.0,5.0,2.0,16.7,0.0
BILIARY OBSTRUCTION-TRANSFER,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILIARY OBSTRUCTION/ FALLING,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
"BILIARY SLUDGE, ABD PAIN",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"BILIARY STENT BLOCKAGE, Fever, Transfer",0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
BILIARY TUBE DISLODGEMENT,0.0,8.0,0.0,2.0,0.0,6.0,0.0,25.0
BILIARY TUBE EVAL,8.0,6.0,0.0,0.0,8.0,6.0,0.0,0.0
BILIARY TUBE FELL OUT,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BILTAERAL LE EDEME,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BIPOLAR,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
BIPOLAR EPISODE,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"BIPOLAR, OFF MEDS",16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
BIT BY CAT,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
BITE,51.0,4.0,0.0,0.0,51.0,4.0,0.0,0.0
BITE LT KNEE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BITE RT.WRIST,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
BITES,12.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0
BITES TO ARM AND LEG,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
BITTER TASTE IN MOUTH,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
BITTER TASTE IN MOUTH AND FEVER,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
BIZARRE ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BIZARRE BEHAVIOR,142.0,224.0,8.0,1.0,134.0,223.0,5.6000000000000005,0.4
BIZARRE BEHAVIOR/AGITATION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BIZARRE BEHAVIOR/AH,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BIZARRE BEHAVIOUR,31.0,25.0,1.0,0.0,30.0,25.0,3.2,0.0
BIZZARE BEHAVIOR,14.0,55.0,0.0,0.0,14.0,55.0,0.0,0.0
"BIZZARE BEHAVIOR, Headache",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BIZZARE BEHVAIOR,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0
BIZZARRE BEHAVIOR,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
BL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BLACK,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BLACK 5TH R TOE,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
BLACK DIARRHEA,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0
BLACK EYE ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BLACK FINGER,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BLACK OUTS,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
BLACK STOOL,78.0,41.0,2.0,5.0,76.0,36.0,2.6,12.2
BLACK STOOL ,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
"BLACK STOOL ,N,V",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BLACK STOOL S/P ERCP,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BLACK STOOL X 2 WEEKS,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
"BLACK STOOL, ABDOMINAL PAIN",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"BLACK STOOL, HCT 28",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"BLACK STOOL, INR 6",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BLACK STOOL/ABDOMINAL PAIN,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0
BLACK STOOL/LOW HCT,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
BLACK STOOLS,46.0,108.0,2.0,1.0,44.0,107.0,4.3,0.8999999999999999
BLACK STOOLS ,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0
"BLACK STOOLS ,PALPATATIONS",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BLACK STOOLS /WEAK,16.0,0.0,2.0,0.0,14.0,0.0,12.5,0.0
"BLACK STOOLS, LETHARGY",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
BLACK STOOLS/DIZZINESS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BLACK STOOLS/ON COUMADIN,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
BLACK TARRY STOOL,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BLACK TARRY STOOLS,96.0,3.0,1.0,0.0,95.0,3.0,1.0,0.0
BLACK TARRY STOOLS/LIGHTHEADED,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BLACK TOE,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
BLACK TOES,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
BLACK TONGUE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"BLACK, TARRY STOOLS",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BLACK/BLUE EYES,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BLACKENED FINGER,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BLADDER INFECTION,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
BLADDER INFX,1.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0
BLADDER PAIN,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0
BLADDER PAIN ,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
BLADDER PAIN/UTI PAIN,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
BLADDER PERF,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
BLADDER PRESSURE,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BLADDER SPASMS,1.0,22.0,0.0,0.0,1.0,22.0,0.0,0.0
BLADDER URGENCY,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BLARCK TARRY STOOL,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
BLAST CRISIS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BLE EDEMA,54.0,42.0,1.0,4.0,53.0,38.0,1.9,9.5
BLE EDEMA/INCREASED CONFUSION,0.0,4.0,0.0,2.0,0.0,2.0,0.0,50.0
BLE EDEMA/PAIN,2.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0
BLE EDEMA/SOB,0.0,15.0,0.0,2.0,0.0,13.0,0.0,13.3
"BLE NUMB, LOSS OF BLADDER FX",0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
BLE NUMBNESS,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
BLE PAIN,41.0,26.0,3.0,0.0,38.0,26.0,7.3,0.0
BLE PAIN >LLE,12.0,0.0,1.0,0.0,11.0,0.0,8.3,0.0
BLE PAIN/FEVER,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BLE PAIN/SWELLING,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
BLE RED/PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BLE RESTLESSNESS,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
BLE SWELLING,57.0,57.0,0.0,2.0,57.0,55.0,0.0,3.5000000000000004
BLE SWELLING > LLE,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
BLE SWELLING/DYSURIA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BLE SWELLING/PAIN,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
BLE SWELLING/REDNESS,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
BLE ULCERS/PAIN,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0
BLE WEAKNESS,16.0,0.0,2.0,0.0,14.0,0.0,12.5,0.0
BLE WEAKNESS AND C. DIFF FLARE,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
BLEACH IN EYE,2.0,13.0,0.0,0.0,2.0,13.0,0.0,0.0
BLEACH IN EYES,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
BLEACH INGESTION,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BLEACH INGESTION/SI,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BLEED,1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0
BLEED MRI,3.0,0.0,1.0,0.0,2.0,0.0,33.300000000000004,0.0
"BLEED ON EGD, Transfer",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
BLEED RT NARES,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BLEED TRANSFER,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BLEEDING,55.0,193.0,0.0,3.0,55.0,190.0,0.0,1.6
BLEEDING ,32.0,7.0,0.0,0.0,32.0,7.0,0.0,0.0
