chiefcomplaint,count
"Leg pain, Lower abdominal pain",24
"R Foot redness, Wound eval",24
ABNL CT SCAN,24
HYPOGLYCEAMIA,24
"Dizziness, Hypotension, Syncope",24
"Abd pain, Cough, Weakness",24
"Numbness, Slurred speech",24
"Nausea, R Flank pain",24
"Abnormal EKG, Palpitations",24
SEIZURE?,24
"L Leg pain, L Leg numbness",24
RIGHT EYE SWELLING,24
"Headache, Nasal injury",24
LEFT SIDED BACK PAIN,24
"Abnormal CT, Abd pain",24
"Diarrhea, Palpitations",24
BILATERAL EYE REDNESS,24
"Substance use, Altered mental status",24
SUPRAPUBIC EVAL,24
CHEST AND BACK PAIN,24
"Dysuria, Med refill",24
LOWER EXTREMITY NUMBNESS,24
BLOOD THROUGH J TUBE,24
WANTS HELP,24
"SI, Depression, Anxiety",24
HAND SWELLING/BACK PAIN,24
PACER FIRING,24
"Lightheaded, Pedal edema",24
ANGER,24
"Hypotension, Dizziness, Abnormal labs",24
"Unsteady gait, s/p Fall",24
SHAKES/SOB,24
LIP TINGLING,24
"Hypoglycemia, Dizziness",24
"Leg swelling, Fatigue",24
"L Knee swelling, Hyperglycemia",24
HEARING LOSS RIGHT EAR,24
LEFT HEEL DRAINAGE,24
READMISSION FOR SOB,24
DIFF BREATHING ,24
H/A NECK PAIN,24
"Diarrhea, L Leg pain",24
L FOOT  INFECTION,24
'THINGS ARE OUT OF HAND',24
___/SCHIZO,24
LEFT ELBOW SWELLING,24
NECK SPASMS,24
"Altered mental status, ICH, Transfer",24
"Dizziness, Hypotension, Lethargy",24
"Hypotension, Hypoxia, s/p Fall",24
POST OP EVAL,24
"Hematuria, Agitation",24
"Diarrhea, Dehydration",24
"Dysuria, Hematuria, Testicular pain",24
NUMB ALL OVER X 2 WEEKS,24
LEG ULCERS,24
R/O WITHDRAWAL,24
"Anxiety, EtOH detox",24
"Detox, Dizziness",24
"L Leg pain, DVT",24
"Chest pain, Dyspnea, Pregnant",24
"Abd pain, Chest pain, Vomiting, Nausea",24
"LLQ abdominal pain, Urinary retention",24
"Abd pain, ETOH, Vomiting",24
L TOE NAIL INJURY,24
"Palpitations, R Shoulder pain, Tachycardia",24
"Dysuria, Fever, Transfer",24
"Anxiety, ___",24
FEELS DRUNKEN,24
"Skin erythema, Psych eval",24
NOT LIKING HIS MATTRESS,24
"""NOT SLEEPING""",24
"R Arm injury, Arm pain",24
PENIS EVAL,24
CLOGGED DOBHOFF,24
"L Ankle pain, L Calf pain",24
EVALUATION ,24
"N/V, OSTMOY EVAL",24
BIZZARE BEHVAIOR,24
"Dizziness, Lightheaded, Weakness",24
"Hypertension, Leg swelling",24
"Jaundice, Hyperglycemia",24
"s/p Fall, n/v/d",24
"Lethargy, Fever",24
CLOGGED NGT,24
"Fever, Tremor",24
NEPHROSTOMY TUBE DISLODGED,24
ABD PAIN/PALPS,24
Tetanus booster,24
"Fever, n/v/d, + BLD CX",24
"Dizziness, Abd pain, Nausea",24
"Difficulty swallowing, Dyspnea",24
DEPRESSION/ETOH,24
R FOOT  CELLULITIS,24
"Wound eval, R Ankle pain",24
RESPIRATORY SX,24
"Cough, WORSENING JUANDICE",24
NEEDS PLACEMENT S/P FALL,24
L NECK SWELLING,24
"Abd pain, N/V, Abnormal labs",24
"L Ear pain, Neck pain",24
?RASH,24
"Asthma exacerbation, Med refill",24
"Hypoxia, ILI",24
"LLQ abdominal pain, Constipation",24
"Dizziness, L Shoulder pain",24
L BUTTOCK PAIN,24
"Wound eval, Cellulitis",24
"Back pain, Neck pain, MVC",24
SEIZURE AT FOOTBALL GAME,24
"Cough, ILI, Headache",24
"Ear pain, R Facial pain",24
LEFT GROIN ABCESS,24
"LUQ abd pain, Chest pain, N/V",24
"Scrotal pain, UTI",24
"R Leg pain, Vaginal discharge",24
"BACK PAIN,CP",24
"Foley insertion, s/p Fall",24
OD ON VERAPAMIL,24
MOUTH/JAW PAIN,24
ABDOMINAL PAIN/N/V/D,24
"Mobitz type II heart block, Syncope, Transfer",24
BLOOD TRANSFUSION,24
SELF INFLICTED LACERATIONS,24
ABNORMAL ECHO,24
LEFT SHOULDER PAIN/DIZZY,24
"Right sided abdominal pain, Transfer",24
"Cough, Syncope",24
REQESTING PSYCH EVAL,24
"Back pain, Dizziness, MVC, Neck pain",24
"Headache, N/V, Tachycardia",24
HEAD LAC S/P SZ,24
S/P UNWITNESSED SZ,24
LE NUMBNESS,24
"L Weakness, Slurred speech, Transfer",24
FISTULAR EVAL,24
EPISTAXIS AFTER FALLING,24
"Dyspnea on exertion, R Foot injury",24
LACS TO HAND,24
INABILITY TO TAKE FULL DEEP BREATHE,24
"DVT, L Leg swelling",24
L HAND INFECTION,24
"Abnormal MRI, Back pain, Transfer",24
ENLARGED THYROID,24
HYPERKALEMIA RTA,24
"Hyperglycemia, N/V, Weakness, Urinary frequency",24
ABD DISCOMFORT,24
DIZZY/HEADACHE,24
"Dyspnea on exertion, R Foot pain",24
"s/p Fall, T-spine fracture",24
"L Arm pain, Cough",24
LEFT AXILLARY PAIN,24
"Psychiatric hold, Tongue swelling",24
"Lower back pain, S/P ALTERCATION",24
"Chest pain, L Wrist pain, L Arm pain",24
CP/SIDE PAIN,24
N/VD   WEAK,24
"s/p Fall, Wound eval, R Elbow pain",24
VISUAL CHANGES POST MVC,24
PALPITATIONS/CP,24
"Anxiety, L Hand pain",24
"Unresponsive, Overdose",24
"BODY PAIN, Chest pain, Dental pain",24
"Leg numbness, Leg pain",24
"CHEST PAIN,ALTERED MENTAL STATUS",24
BODY PAIN AND CONSTIPATION,24
"Anemia, FATIGUE",24
R LOWER BACK PAIN,24
RIGHT SIDED RIB PAIN,24
"Diarrhea, LUQ abd pain",24
"s/p Fall, Nasal injury",24
"Hemoptysis, BRBPR",24
RIGHT HAND PAIN/SWELLING,24
SI/ ASSAULT,24
REQUESTING PSCH EVALUATION,24
"Dizziness, Epigastric pain, N/V",24
L ARM WEAKNESS,24
"Vaginal bleeding, Abdominal distention, Abd pain",24
"R Leg swelling, Transfer",24
"Bradycardia, Hypothermia",24
"Cellulitis, L Leg pain",24
ABNORMAL POSTURING,24
"Seizure, FTT",24
INFECTED FOOT ULCER,24
RIGHT ARM CELLULITIS,24
"Dizziness, Dyspnea, Tachycardia",24
"N/V, ""WITHDRAWAL""",24
"Dizziness, Dyspnea, Weakness",24
"s/p Fall, L Hand laceration",24
POSTITIVE BLOOD CULTURES,24
R AV GRAFT BLEED,24
N/V AFTER DIALYSIS,24
DIARRHEA/VOMITING,24
"Neck pain, L Ear pain",24
? STEMI,24
HEMATEMSIS,24
"Epigastric pain, Back pain",24
"L Calf pain, L Knee pain",24
"L Arm numbness, L Arm pain",24
"Abnormal CT, Dyspnea on exertion",24
"HA, ST, COUGH",24
"Abd pain, Hematemesis, Transfer",24
BLEEDING HD FISTULA,24
"Ascites, Transfer",24
"Altered mental status, Headache, Hyperglycemia",24
"Cough, Dyspnea, Dysuria",24
HIGH BP,24
LIGHTHEADED/BRADYCARDIA,24
"Back pain, Dysuria, Fever",24
BLOCKED DIALYSIS CATHETER,24
"L Headache, Left sided abdominal pain",24
"ABD PAIN , L SHOULDER PAIN",24
"AH, SI, HI",24
"ILI, Tachypnea",24
"BRBPR, Dizziness, Melena",24
"Dizziness, TONGUE BLEEDING",24
"n/v/d, Abd pain, Rectal pain",24
"R Facial droop, Slurred speech",24
NAUSEA/HEADACHE,24
?CELLULITIS,24
FEVERS/HA,24
"Wound eval, R Leg pain",24
"Abnormal xray, Dyspnea",24
"Chills, Lower back pain",24
"Finger injury, Wound eval",24
"Psych eval, Depression, ETOH",24
"Pancreatitis, RUQ abdominal pain, Transfer",24
"Cough, ILI, Chest pain",24
"Headache, N/V, Tremor",24
"L Hand pain, L Hand injury",24
"L Wrist injury, L Wrist pain",24
"Anxiety, MULTIPLE COMPLAINTS",24
RIGHT SHOULDER DISLOCATION,24
RIGHT CW ABSCESS,24
"Melena, Diarrhea",24
"Abnormal CT, LUQ abd pain",24
"Jaundice, RUQ abdominal pain",24
"Chest pain, HI, SI",24
PULMONARY EMBOLI,24
"Hyperglycemia, Body pain",24
"CHEST PAIN,EKG CHANGES",24
INCREASING SEIZURES,24
"Confusion, R Weakness",24
"Abd pain, Ascites, Transfer",24
LEAKING AAA,24
R FLANK PAIN ,24
"Syncope, ETOH",24
"Abd pain, + BLOOD CULTURE",24
FEVER/NEUTROPENIA,24
ALL RXN,24
"Diarrhea, Ear pain",24
"B Leg swelling, Chest pain, Dyspnea",24
"L Foot pain, L Foot injury",24
"L Shoulder pain, R Shoulder pain",24
BLEEDING FROM DIALYSIS FISTULA SITE,24
HEAD/NECK PAIN,24
"Hypotension, Seizure",24
"Foot pain, Confusion",24
"HA, NECK STIFFNESS, FEVER",23
"Abd pain, Flank pain, Dyspnea",23
"Chest pain, Pelvic pain",23
"R Ear pain, Headache, Dizziness",23
LEFT FACIAL DROOP/WEAKNESS,23
"Chest pain, Weakness, TREMORS",23
"Nausea, Lower abdominal pain, Vomiting",23
OSTOMY EVAL,23
"Dizziness, Presyncope, Lightheaded",23
R CALF/KNEE PAIN,23
"Nausea, Vomiting, MYALGIA",23
N/V CONFUSION,23
"Constipation, N/V, RLQ abdominal pain",23
"Abnormal CT, Headache, Transfer",23
CATHETER CHECK,23
DECUBITUS ULCER,23
"Abscess, Neck pain",23
"Abd pain, Body aches, Constipation, ILI",23
"L Wrist laceration, SI",23
WORK RELATED INJURY,23
RETENTION OF URINE,23
"B Leg pain, Leg swelling, R Flank pain",23
"Abd pain, Lip swelling",23
"Fever, ILI, Transfer",23
"Headache, Neck pain, Facial numbness",23
"Chest pain, L Arm numbness, L Arm weakness",23
COUGH/HEADACHE /RUNNY NOSE ,23
"L Flank pain, Kidney stone",23
LOW BP AT HOME,23
"L Facial numbness, L Weakness",23
SUPERPUBIC CATHETER CHECK,23
"Abnormal sodium level, Lethargy",23
"Headache, Lightheaded, Tachycardia",23
RIGHT FOOT EVAL,23
DIARRHEA WITH DIZZINESS,23
ASCITIES/ABD PAIN,23
"R Leg pain, R Leg pain",23
"Unsteady gait, Hypoglycemia",23
"Chest pain, Pancreatitis",23
"Jaw pain, Palpitations",23
L FOOT/ANKLE INJURY,23
"Abd pain, N/V, N/V",23
"Hyperkalemia, ACITIES",23
SI/___,23
"Palpitations, Nausea",23
Facial Cellulitis,23
"Abd pain, Vaginal bleeding, Transfer",23
"Cough, Nausea, Palpitations, Tachycardia",23
ABD PAIN AND FLANK PAIN,23
"Vomiting, HYPETENSION",23
"Hematuria, Bleeding fistula",23
"Psych, HI",23
RIGHT EYE INJURY,23
ENCEPHALOPATHY,23
"Chest pain, L Numbness, R Facial numbness",23
"Chest pain, L Facial numbness",23
SI/WITHDRAWEL,23
"ETOH, Depression, EtOH detox, Dental pain",23
"R Ankle pain, SI",23
"Hyperglycemia, Seizure",23
"Sore throat, Wound eval",23
BLEEDING HICKMAN,23
"Fever, Rash, N/V",23
"Anxiety, Mania",23
SELF INFLICTED WOUND,23
"Overdose, COMBATIVE",23
"Dizziness, L Eye pain",23
"Vertigo, N/V",23
DIZZINESS WITH NAUSEA,23
"Sore throat, Peritonsillar abscess",23
LEFT JAW SWELLING,23
NEEDS MRI,23
PERIRECTAL ABCESS,23
S.T.,23
"L DVT, Transfer",23
R Arm cellulitis,23
"Hyperglycemia, Syncope",23
"Confusion, Failure to thrive, Unsteady gait",23
"RUQ abdominal pain, s/p Fall",23
L SIDED FACIAL NUMBNESS,23
"Diarrhea, s/p Fall",23
"Chest pain, Headache, Dizziness",23
DISLOCATED L SHOULDER,23
"Chest pain, Cough, Fever, N/V",23
"Inguinal pain, Fever",23
ABD PAIN AND FEVER,23
BLACK DIARRHEA,23
"Epigastric pain, R/O PERF",23
"Altered mental status, LLQ abdominal pain",23
"ETOH, Psych eval",23
ANXIETY..,23
REQUESTING OXYGEN,23
"Neck pain, Ped struck",23
"Leg pain, B Leg swelling",23
"Chest pain, Hyperkalemia",23
? ALLERGIC RXN,23
L HAND CELLULITIS,23
""" I HAVE TELEKINESIS""",23
UNABLE TO EAT,23
NEW ONSET AFIB,23
"Syncope, Bradycardia",23
CASE MANAGEMENT ISSUES,23
R  CAST   WET,23
LEFT HEEL SWELLING,23
VAGINAL ITCH,23
"Dizziness, Headache, Cough",23
"s/p Fall, R Facial pain",23
"L Knee pain, L Shoulder pain",23
"Vomiting, Epigastric pain",23
"s/p Fall, s/p Fall",23
"Fever, Lower abdominal pain, Urinary frequency",23
"Cat bite, R Hand swelling",23
BODY FEELS LIKE IT'S BURNING,23
"Hypertension, Hyperkalemia",23
"Overdose, s/p Fall",23
"Abscess, L Inguinal pain",23
"Headache, Hemodialysis",23
"Transfer, Head injury",23
"Lethargy, Weakness, Slurred speech",23
BLADDER SPASMS,23
ANTI CHRIST/PSYCHE EVAL,23
REQUESTING ADMISSION,23
"Ear pain, REFUSING CARE",23
REFUSING DIALYSIS,23
"Axillary pain, Back pain, Dyspnea",23
PICC LINE BLEEDING,23
"Fever, ILI, N/V",23
"Abd pain, BRBPR, Syncope",23
RLE INFECTION,23
"Flank pain, Transfer",23
BILAT HAND AND FOOT SWELLING,23
LOW 02 SAT,23
"BILAT LE, Dyspnea, R Leg Redness",23
PALPATAITONS,23
"SI, Foot pain",23
"FEVER, FOOT PAIN",23
"Right sided abdominal pain, Vomiting",23
"Leg swelling, R Leg pain",23
"ABCESS ON HEAD, Fever, N/V",23
L FOT PAIN,23
"Aphasia, Headache",23
R Body pain,23
MED RX,23
"R Hip pain, Chest pain",23
"R Hip pain, Wound eval",23
"Dehydration, Nausea",23
"Hematuria, R Flank pain, Urinary retention",23
"Weakness, Chest pain, Dyspnea",23
"TREMORS, UNSTEADY GAIT",23
"Lower back pain, Rib pain, s/p Fall",23
SPIDER BITE,23
"Abd pain, Nausea, Pelvic pain",23
"RUQ abdominal pain, Abdominal distention",23
"Abnormal CT, Dizziness",23
"s/p Fall, ETOH, Head injury",23
"DIZZINESS, N/V",23
LEFT HAND BURN,23
"Head injury, Head lac, s/p Fall",23
CHEST WALL PAIN,23
"Found down, Transfer",23
"Abd pain, Headache, Vomiting",23
"L Foot swelling, L Foot pain",23
"Hyperkalemia, Anemia",23
"s/p Fall, HIP FX",23
"gtube eval, Abd pain",23
VERBALLY ABUSED,23
"DYSPNEA, FEVER",23
R  LEG PAIN,23
"ILI, Dyspnea, Fever",23
"Cough, Numbness",23
"s/p Fall, Head injury, ETOH",23
"N/V, Altered mental status",23
"Anxiety, Arm pain, Jaw pain",23
"Chest pain, Sinus pain",23
"Nausea, Abd pain, Headache",23
"Dyspnea, Knee pain",23
"Overdose, ETOH",23
LEFT KNEE REDNESS,23
"Headache, Vomiting, ILI",23
"PALPATATIONS,SOB",23
ABNORMAL CALCIUM,23
"Epistaxis, Head injury, s/p Fall",23
"L Foot pain, Pulseless foot",23
"Leg pain, Cellulitis",23
"Hyperglycemia, Overdose",23
DEPRESSED/SI,23
"Fever, FATIGUE",23
"Wheezing, Dyspnea",23
ELEVATED LFT'S,23
"Assault, UTI",23
"Depression, Vomiting",23
"Abd pain, Hallucinations",23
"Hematuria, SI",23
HEADACHE /BLURRY VISION,23
"Dizziness, Cough, Headache",23
"Leg pain, Dental pain, Dyspnea",23
"RIGHT NECK, CHEST, ARM PAIN",23
"HOARSE VOICE, Back pain",23
SOB CP,23
"Cough, ILI, Dyspnea",23
BILAT FOOT SWELLING,23
"R Leg DVT, Transfer",23
"Dyspnea on exertion, Abdominal distention",23
URTICARIA,23
"Lower back pain, Abscess",23
PULLED OUT G TUBE,23
"Hematuria, s/p Fall",23
NAUSEA/WEAK,23
"Dyspnea, L Arm swelling",23
"Overdose, Depression",23
"Dizziness, Nausea, Pregnant",23
"Abd pain, Vaginal itching",23
"Malaise, Upper abdominal pain",23
"Headache, s/p Fall, Transfer",23
PERSISTANT SWEATS,23
"Chest pain, L Leg cellulitis",23
"R Neck pain, Difficulty swallowing",23
RASH  THIGH,23
"Palpitations, Chest pain, Dyspnea",23
"CONFUSION, FALLS",23
NASH CIRRHOSIS,23
COLD S/S,23
"Cough, EtOH detox",23
"Diarrhea, Rash",23
"Dyspnea, Fever, Productive cough",23
ABD LABS,23
TREMOURS,23
"Abnormal labs, Wound eval, Transfer",23
HIGH SODIUM,23
TOOK WRONG MEDS,23
"Abd pain, Transfer, N/V",23
"L Leg DVT, L Leg swelling",23
"Fever, Headache, Sore throat",23
HEMORRHOIDS,23
"CHEST INJ, s/p Fall",23
"Chest pain, Leg swelling, Neck pain",23
"WEAKNESS,SOB",23
"Insect bite, Wound eval",23
"Nausea, Unsteady gait",23
"Abnormal sodium level, Dyspnea",23
"Fever, LEFT BUTTOCK PAIN",23
"S/P FALL, BACK PAIN",23
"N/V, Chest pain, Epigastric pain",23
"Slurred speech, Syncope",23
"Dyspnea, Fever, Tachycardia",23
"Dyspnea, Cough, ILI, Hypoxia",23
ABSCESS TO NECK,23
HEMATMESIS,23
"Leg numbness, Dizziness",23
"Chest pain, Hand numbness",23
"Transfer, Abnormal MRI",23
"LUQ abdominal pain, LLQ abdominal pain",23
L GROIN PAIN/POST OP,23
SHAKING ALL OVER,23
"R Foot swelling, Wound eval",23
KNEE AND ELBOW PAIN,23
NAUSEA DIARRHEA DIZZINESS,23
"L Hip pain, INTOXICATION",23
"Headache, Arm numbness",23
"Dizziness, Upper abdominal pain",23
"Cough, Dyspnea, Vomiting",23
"Transfer, Appendicitis",23
BILAT. LEG PAIN,23
"s/p Fall, MECHANICAL",23
ABD BLOATING,23
"Vomiting, Back pain, N/V",23
"Fever, Back pain, Headache",23
ITCHY RASH,23
PAIN MED WITHDRAWAL,23
HEARING VOICE,23
"Numbness, s/p Fall",23
ABN CT,23
FISTULA MALFUNCTION,23
FALL HIP/BACK PAIN,23
"Burn, R Leg pain",23
"Urinary incontinence, Weakness",23
"Anorexia, Failure to thrive",23
"Wound eval, UROSTOMY TUBE OUT",23
UROSTOMY PAIN,23
ECTOPIC PREGNANCY,23
"Stab wound, SI",23
"Dizziness, R Headache",23
BRBPR/ABD PAIN,23
"L Shoulder pain, L Shoulder injury",23
"R Ankle injury, R Foot pain",23
?FLANK PAIN,23
R LEG EVAL,23
TACHYPNEA,23
N/V HEADACHES,23
"Hematemesis, ETOH, Hematuria",23
"Abscess, Facial swelling",23
"Hypoxia, s/p Fall",23
"Sore throat, Urinary frequency",23
"ILI, Fever, Body aches",23
"Overdose, Pneumonia",23
"Confusion, Urinary frequency",23
DYSPNEA RE-EVAL,23
"Abd pain, s/p Fall, Vomiting",23
RAN OUT OF MEDS,23
"Vision changes, R Eye pain",23
CYCLIC VOMITING,23
? VAG BLEEDING,23
V/D/N,23
"""MIGRAINES""",23
"L Leg swelling, R Leg swelling",23
"LIGHTHEADED, FALLS",23
"Weakness, LLQ abdominal pain",23
NEEDS LOVENOX,23
"R Foot pain, Abnormal labs",23
"MVC, Laceration",23
"Chest pain, Anemia, Dyspnea on exertion",23
NGT CLOGGED,23
"Unsteady gait, Psychiatric hold",23
"L Lower back pain, Leg pain",23
"Fatigue, BRBPR",23
"Malaise, Melena",23
"Abd pain, N/V, Rash",23
"SI, Back pain",23
REQUESTS DETOX FROM ETOH,23
"Rash, Seizure",23
"ETOH, Altered mental status, Substance use",23
EYEBROW LAC,23
"Tachycardia, CLOTTED FISTULA",23
"BRBPR, Pelvic pain, Rectal pain",23
"L Leg pain, Vaginal bleeding",23
"Elevated INR, Melena",23
"Head injury, MVC",23
"Anxiety, ETOH WITHDRAWAL",23
NEEDS REHAB PLACEMENT,23
"Dizziness, Headache, Hypertension",23
"Anxiety, Chest pain, Med refill",23
"Abnormal MRI, Weakness",23
WORK NOTE,23
"Pregnant, Labor",23
"MVC, R Hand injury",23
"Nausea, Pelvic pain",22
"Dysuria, Confusion",22
"L Leg numbness, MVC",22
"Head injury, Dizziness",22
"Headache, N/V, Transfer",22
NAUSEA/VOMITING/DIARRHEA,22
"L Foot injury, s/p Fall",22
"Dysuria, Dyspnea",22
R SIDED NECK PAIN,22
"AH, Substance use",22
"Dyspnea, ILI, Sore throat",22
CP AND SOB X 2 DAYS,22
N/V X 2 WEEKS,22
LESION,22
SOB/DIZZY,22
"N/V, Neck pain",22
FINGERNAIL DISCOLORATION,22
R ANKLE,22
"Hyperglycemia, L Hip pain, L Leg swelling",22
"Fever, Vomiting, Tachycardia",22
"Headache, L Ear pain, Neck pain",22
"B Foot swelling, Dyspnea",22
"Cough, Hypoglycemia",22
"R Leg pain, R Arm pain",22
"ETOH, SI, HI",22
"Sickle cell crisis, Epistaxis",22
"Coffee ground emesis, Melena",22
"Weakness, Hypotension, Tachycardia",22
"ABDOMINAL PAIN, CHEST PAINS",22
REQ BS EVAL ,22
"R Leg pain, Calf pain",22
"L Ear pain, Sinus pain",22
"L Flank pain, gtube eval",22
RIGHT BIG TOE PAIN,22
DIFF BREATHING,22
S/P TACHYCARDIA,22
"Back pain, Knee pain, Sickle cell crisis",22
"Palpitations, Hypotension",22
"Body aches, Unsteady gait, Weakness",22
SYNCOPE-UNWITNESSED,22
"Chest pain, Dyspnea, Elevated D-dimer",22
"Confusion, Hyperglycemia, N/V",22
"Altered mental status, Hyperglycemia, Weakness",22
"Dyspnea, L Hand swelling, R Leg swelling",22
"Leg pain, Numbness",22
OD MEDS,22
"Abd pain, Constipation, Weakness",22
RIGHT CALF LUMP,22
"ETOH, Unable to ambulate, Found down",22
"L Epistaxis, Dizziness",22
NEW RENAL FAILURE,22
"HYPERSEXUAL, PSYCH EVALUATION",22
"Fever, L Leg swelling",22
FEVER/HIGH WBC,22
"Anxiety, Chest pain, SI",22
S/P CHEST PAINS,22
SORE THROAT/SORE TONGUE,22
"Med refill, N/V",22
"WEAKNESS, HYPERGLYCEMIA",22
"Back pain, Body aches, Chest pain, Difficulty breathing",22
"Psych eval, Hallucinations",22
"BRBPR, Dyspnea on exertion",22
"s/p Fall, Confusion, Weakness",22
"Jaw pain, s/p Fall",22
"Flank pain, s/p Fall",22
"RLQ abdominal pain, Cough",22
"Hematuria, L Leg pain",22
"s/p Fall, R Ankle pain, R Hand pain",22
STREP THROAT,22
"Abnormal labs, Altered mental status, Transfer",22
POLYURIA,22
"Dysuria, PICC line eval",22
"Headache, N/V, s/p Fall",22
FALL  R HIP HEMATOMA,22
"Diarrhea, Dyspnea on exertion, Lightheaded",22
"Constipation, Nausea",22
"Hyperglycemia, Lethargy, UTI",22
"Abd pain, CLOGGED NG TUBE",22
"RLQ abdominal pain, Dysuria",22
"R Flank pain, Lightheaded",22
"Wound eval, Abnormal labs",22
"L Arm swelling, PICC line eval",22
"s/p Fall, R Back pain",22
"Abd pain, Abdominal distention, Bowel obstruction",22
"Diarrhea, Failure to thrive",22
RIGHT SIDED NUMBNESS,22
"C2 fx, s/p Fall",22
"Confusion, R Wrist pain",22
"Dyspnea, Psych eval",22
UPPER AND LOWER EXTREMITY PAIN,22
"Back pain, Altered mental status",22
"Abd pain, Malaise",22
"R Foot pain, R Foot swelling, Transfer",22
"L Leg pain, Fever",22
R EAR BLEEDING,22
"Dyspnea on exertion, N/V, Weakness",22
"R Ankle pain, R Ankle injury",22
ABD DISTENSION,22
LIKELY CELLULITIS BILAT L/E WITH HYPERGLYCAEMIA,22
BILIARY DRAIN EVAL,22
ASSAULTIVE,22
"Altered mental status, Hepatic encephalopathy",22
LOWER LEG PAIN,22
"Lethargy, LLQ abdominal pain",22
"Coffee ground emesis, Seizure",22
COCCYX PAIN,22
BLOOD IN COLOSTOMY,22
"Fever, Chest pain, Nausea, Dizziness",22
"L Hand injury, R Hand injury",22
R/O SICKLE CELL,22
"ILI, Sore throat, Cough",22
UNABLE TO SWALLOW/THROAT PAIN,22
"Abd pain, INCREASED ILEOSTOMY OUTPUT",22
"s/p Fall, Eye redness, Headache, Epistaxis",22
JAUNDICED,22
"Confusion, L Leg pain",22
BIL. SHOULDER PAIN/HANDS NUMB,22
"Sickle cell crisis, Chest pain, Knee pain, R Hip pain",22
"Chest pain, Abscess",22
"Abd pain, Chest pain, Hip pain",22
"Dyspnea, Jaundice, ABNORMAL LABS",22
"Hematemesis, Chest pain",22
"DISLODGED NEPHROSTOMY, Transfer",22
NEPHROSTOMY TUBE DISLODGEMENT,22
"Anemia, DKA",22
CP/WEAKNESS,22
"ABD PAIN,?OBSTRUCTION",22
HERNIA/ABD PAIN,22
DECREASED MS,22
"Lethargy, Hyperglycemia",22
HEADACHE/LLQ PAIN,22
?PSEUDO SZ,22
PERI RECTAL ABCESS,22
R GREAT TOE INFLAMMATION,22
CP/N/V/D/ABD PAIN,22
"GI bleed, Weakness",22
"Abd pain, N/V, Diarrhea, Syncope",22
"Dyspnea, Hypoxia, Respiratory distress",22
"L Shoulder pain, Fever",22
"Lethargy, Weakness, N/V",22
Eye swelling,22
"Dysuria, Vaginal discharge",22
"ABDPAIN,LOW O2 SAT",22
R HEEL PAIN,22
"BRBPR, Rash",22
"Leg swelling, VH, Wound eval",22
"s/p Fall, R Weakness",22
"Leg swelling, L Leg pain, ETOH",22
"L Foot pain, R Shoulder pain",22
"Hypotension, Syncope, Transfer",22
"s/p Fall, ETOH, Substance use",22
FACIAL TRAUMA AFTER SZ,22
"Hyperglycemia, Lethargy, Weakness",22
"Nausea, FATIGUE",22
"Difficulty breathing, Respiratory distress",22
"Cough, Fever, Lower back pain",22
"Finger injury, Finger pain",22
FALLS/SZ,22
"HYPOGLYCEMIA, CHANGE IN MS",22
EAR PAIN HA,22
"Alcohol withdrawal, Headache, Nausea",22
"ABNL LABS, SOB",22
L Arm fracture,22
LEFT TOE LAC,22
HEADACHE/?SEIZURE,22
"ILI, Urinary frequency",22
HYDROCEPHALUS,22
GALLBLADDER DRAIN PAIN,22
CELLULITIS TO LEGS,22
"ABNL LABS, LOW NA",22
BIL LE REDNESS,22
"Assault, R Eye pain",22
"SHAKEY,NAUSEA",22
"R Shoulder pain, +ETOH",22
"Abnormal sodium level, Abnormal labs",22
"Visual changes, Numbness",22
"s/p Fall, Wrist pain",22
SHINGLES PAIN TO LEFT SIDE,22
N/V/BACK PAIN,22
"Back pain, L Foot numbness",22
"Headache, R Calf pain",22
"Vomiting, EPIG PAIN",22
"Epigastric pain, C.P.",22
"R Ankle pain, Tachycardia",22
"Dizziness, Ear pain",22
"Altered mental status, Head injury, s/p Fall",22
"Pedal edema, Weakness",22
"Unresponsive, RESOLVED",22
"Dyspnea, Right sided chest pain",22
"L Foot pain, Chest pain",22
"SI, L Wrist injury",22
"MVC, Syncope",22
L SIDED NECK PAIN,22
SUPRAPUBIC TUBE CLOGGED,22
"L Ear pain, Nose pain",22
"FEVER,MALAISE",22
R WRIST DISCOMFORT,22
"Fever, Foot pain",22
"L Knee pain, Lower back pain, Neck pain",22
"Abnormal CT, Diarrhea",22
"Chest pain, Difficulty breathing, Dyspnea",22
S/P FALL BACK PAIN,22
"FEVER, ST",22
"s/p Fall, Presyncope",22
"Chest pain, Cough, Productive cough, Pleuritic chest pain",22
"Fever, PAIN",22
VAG BLDG,22
"Epistaxis, Hematuria",22
WORSENING PNEUMONIA,22
WITHDRAWL,22
"Body pain, Cough, Dizziness, ILI",22
"RIGHT ARM PAIN, NECK THROAT PAIN",22
"Left sided chest pain, Back pain",22
"Fever, Foot pain, Weakness",22
"Assault, Headache, Lower back pain",22
"Transfer, Intubated",22
RLE WOUND,22
"Transfer, LOWER EXTREMITY REDNESS",22
"UPPER BACK PAIN, LEG STIFFNESS",22
"R Ankle pain, R Eye pain",22
"Eye pain, N/V",22
"L Facial droop, L Weakness",22
"R Flank pain, RLQ abdominal pain, Vaginal itching",22
LUMP IN CHEST,22
EU CRITICAL/CODE STROKE,22
INTEMITTANT SHARP ARM PAIN,22
DIZZINESS X 1 MONTH,22
